IDdistrict,year,month,day,maxtemp,mintemp,sunnyhours,daytype
1-1-1-22,2020,10,26,18,17,7,CLOUDY
1-1-1-22,2020,10,27,4,-3,8,RAINY
1-1-1-22,2020,10,28,24,-7,8,RAINY
1-1-1-22,2020,11,1,6,-3,8,SNOWY
1-1-1-22,2020,11,2,-4,-5,0,SUNNY
1-1-1-22,2020,11,3,34,21,7,RAINY
1-1-1-22,2020,11,4,-2,-10,8,SNOWY
1-1-1-22,2020,11,5,40,21,3,SNOWY
1-1-1-22,2020,11,6,34,24,12,CLOUDY
1-1-1-22,2020,11,7,15,-1,0,SNOWY
1-1-1-22,2020,11,8,14,8,1,RAINY
1-1-1-22,2020,11,9,35,28,10,SNOWY
1-1-1-22,2020,11,10,27,20,9,CLOUDY
1-1-1-22,2020,11,11,42,35,0,RAINY
1-1-1-22,2020,11,12,5,-5,2,SNOWY
1-1-1-22,2020,11,13,37,16,3,SNOWY
1-1-1-22,2020,11,14,18,11,3,SUNNY
1-1-1-22,2020,11,15,31,22,8,SUNNY
1-1-1-22,2020,11,16,32,1,11,SUNNY
1-1-1-22,2020,11,17,30,17,6,CLOUDY
1-1-1-22,2020,11,18,8,5,6,SUNNY
1-1-1-22,2020,11,19,-5,-6,6,SUNNY
1-1-1-22,2020,11,20,-1,-9,7,RAINY
1-1-1-22,2020,11,21,24,-2,9,SUNNY
1-1-1-22,2020,11,22,28,27,6,RAINY
1-1-1-22,2020,11,23,7,-4,4,SNOWY
1-1-1-22,2020,11,24,-3,-7,7,SUNNY
1-1-1-22,2020,11,25,28,18,3,SNOWY
1-1-1-22,2020,11,26,26,-3,6,CLOUDY
1-1-1-22,2020,11,27,-10,-10,6,RAINY
1-1-1-22,2020,11,28,33,31,8,RAINY
1-1-1-22,2020,12,1,-3,-10,10,SNOWY
1-1-1-22,2020,12,2,4,4,9,SUNNY
1-1-1-22,2020,12,3,6,-4,3,CLOUDY
1-1-1-22,2020,12,4,30,-10,7,SUNNY
1-1-1-22,2020,12,5,6,2,5,RAINY
1-1-1-22,2020,12,6,9,-5,2,SUNNY
1-1-1-22,2020,12,7,50,49,5,RAINY
1-1-1-22,2020,12,8,11,7,2,SUNNY
1-1-1-22,2020,12,9,40,26,7,SNOWY
1-1-1-22,2020,12,10,45,-3,11,SUNNY
1-1-1-22,2020,12,11,28,13,12,CLOUDY
1-1-1-22,2020,12,12,7,0,4,RAINY
1-1-1-22,2020,12,13,-7,-9,5,SUNNY
1-1-1-22,2020,12,14,10,-9,4,SUNNY
1-1-1-22,2020,12,15,16,0,10,SUNNY
1-1-1-22,2020,12,16,47,8,1,SUNNY
1-1-1-22,2020,12,17,25,4,3,SNOWY
1-1-1-22,2020,12,18,-6,-8,6,SUNNY
1-1-1-22,2020,12,19,39,21,3,RAINY
1-1-1-22,2020,12,20,-7,-8,3,SNOWY
1-1-1-22,2020,12,21,5,0,4,SNOWY
1-1-1-22,2020,12,22,40,-7,6,CLOUDY
1-1-1-22,2020,12,23,11,-9,3,CLOUDY
1-1-1-22,2020,12,24,28,-5,4,RAINY
1-1-1-22,2020,12,25,32,-6,6,SNOWY
1-1-1-22,2020,12,26,-5,-7,9,RAINY
1-1-1-22,2020,12,27,-10,-10,10,CLOUDY
1-1-1-22,2020,12,28,42,-8,5,SUNNY
1-1-1-23,2020,1,1,34,4,6,RAINY
1-1-1-23,2020,1,2,-2,-4,12,SUNNY
1-1-1-23,2020,1,3,23,23,7,RAINY
1-1-1-23,2020,1,4,17,-10,5,CLOUDY
1-1-1-23,2020,1,5,43,16,10,RAINY
1-1-1-23,2020,1,6,49,1,11,RAINY
1-1-1-23,2020,1,7,7,3,9,CLOUDY
1-1-1-23,2020,1,8,-3,-6,6,SUNNY
1-1-1-23,2020,1,9,0,-5,8,SUNNY
1-1-1-23,2020,1,10,11,-4,1,RAINY
1-1-1-23,2020,1,11,45,17,7,SUNNY
1-1-1-23,2020,1,12,27,25,8,SNOWY
1-1-1-23,2020,1,13,9,-6,5,SNOWY
1-1-1-23,2020,1,14,48,-9,0,SNOWY
1-1-1-23,2020,1,15,13,10,0,CLOUDY
1-1-1-23,2020,1,16,18,-4,8,CLOUDY
1-1-1-23,2020,1,17,22,1,0,SUNNY
1-1-1-23,2020,1,18,34,-6,5,SNOWY
1-1-1-23,2020,1,19,26,24,1,SUNNY
1-1-1-23,2020,1,20,10,-3,6,SNOWY
1-1-1-23,2020,1,21,35,23,6,SNOWY
1-1-1-23,2020,1,22,18,6,4,SNOWY
1-1-1-23,2020,1,23,38,3,0,SNOWY
1-1-1-23,2020,1,24,42,42,4,SUNNY
1-1-1-23,2020,1,25,36,8,9,SUNNY
1-1-1-23,2020,1,26,-4,-7,12,SUNNY
1-1-1-23,2020,1,27,27,9,6,SUNNY
1-1-1-23,2020,1,28,-9,-10,3,CLOUDY
1-1-1-23,2020,2,1,9,6,4,RAINY
1-1-1-23,2020,2,2,18,13,12,SUNNY
1-1-1-23,2020,2,3,-2,-9,4,RAINY
1-1-1-23,2020,2,4,11,11,9,RAINY
1-1-1-23,2020,2,5,-10,-10,11,CLOUDY
1-1-1-23,2020,2,6,34,0,1,SNOWY
1-1-1-23,2020,2,7,48,9,0,CLOUDY
1-1-1-23,2020,2,8,-1,-10,0,CLOUDY
1-1-1-23,2020,2,9,19,-2,5,CLOUDY
1-1-1-23,2020,2,10,-3,-8,11,SNOWY
1-1-1-23,2020,2,11,3,3,7,SUNNY
1-1-1-23,2020,2,12,37,27,1,RAINY
1-1-1-23,2020,2,13,39,18,3,SNOWY
1-1-1-23,2020,2,14,19,15,3,SUNNY
1-1-1-23,2020,2,15,22,13,4,SNOWY
1-1-1-23,2020,2,16,30,10,10,RAINY
1-1-1-23,2020,2,17,47,12,7,SNOWY
1-1-1-23,2020,2,18,43,36,2,SUNNY
1-1-1-23,2020,2,19,10,1,3,RAINY
1-1-1-23,2020,2,20,13,7,5,RAINY
1-1-1-23,2020,2,21,32,21,12,RAINY
1-1-1-23,2020,2,22,35,-8,9,SUNNY
1-1-1-23,2020,2,23,26,7,12,SUNNY
1-1-1-23,2020,2,24,-5,-9,10,SNOWY
1-1-1-23,2020,2,25,-5,-10,6,CLOUDY
1-1-1-23,2020,2,26,-6,-9,5,SNOWY
1-1-1-23,2020,2,27,-8,-10,9,RAINY
1-1-1-23,2020,2,28,43,28,3,SUNNY
1-1-1-23,2020,3,1,48,18,0,SNOWY
1-1-1-23,2020,3,2,-6,-10,0,CLOUDY
1-1-1-23,2020,3,3,27,21,5,CLOUDY
1-1-1-23,2020,3,4,24,-10,8,RAINY
1-1-1-23,2020,3,5,15,-7,7,SUNNY
1-1-1-23,2020,3,6,39,39,11,CLOUDY
1-1-1-23,2020,3,7,1,-4,6,CLOUDY
1-1-1-23,2020,3,8,45,1,12,SUNNY
1-1-1-23,2020,3,9,42,-3,1,SNOWY
1-1-1-23,2020,3,10,49,-5,7,SUNNY
1-1-1-23,2020,3,11,26,5,1,CLOUDY
1-1-1-23,2020,3,12,4,-9,5,RAINY
1-1-1-23,2020,3,13,48,14,5,SNOWY
1-1-1-23,2020,3,14,4,4,8,SUNNY
1-1-1-23,2020,3,15,0,-7,8,SUNNY
1-1-1-23,2020,3,16,-5,-7,3,SNOWY
1-1-1-23,2020,3,17,30,7,12,SUNNY
1-1-1-23,2020,3,18,30,27,0,SNOWY
1-1-1-23,2020,3,19,3,3,3,SUNNY
1-1-1-23,2020,3,20,49,2,1,SNOWY
1-1-1-23,2020,3,21,40,8,5,RAINY
1-1-1-23,2020,3,22,17,1,12,CLOUDY
1-1-1-23,2020,3,23,19,18,3,RAINY
1-1-1-23,2020,3,24,45,5,10,SUNNY
1-1-1-23,2020,3,25,16,6,8,CLOUDY
1-1-1-23,2020,3,26,4,-7,3,SUNNY
1-1-1-23,2020,3,27,33,-1,7,RAINY
1-1-1-23,2020,3,28,25,-7,12,SNOWY
1-1-1-23,2020,4,1,-9,-10,1,RAINY
1-1-1-23,2020,4,2,18,4,12,RAINY
1-1-1-23,2020,4,3,-5,-10,7,CLOUDY
1-1-1-23,2020,4,4,24,10,11,SNOWY
1-1-1-23,2020,4,5,-8,-9,10,CLOUDY
1-1-1-23,2020,4,6,5,0,1,CLOUDY
1-1-1-23,2020,4,7,13,2,8,RAINY
1-1-1-23,2020,4,8,-2,-8,12,CLOUDY
1-1-1-23,2020,4,9,13,-1,10,SUNNY
1-1-1-23,2020,4,10,8,-8,11,SUNNY
1-1-1-23,2020,4,11,32,2,7,SNOWY
1-1-1-23,2020,4,12,45,10,8,SUNNY
1-1-1-23,2020,4,13,34,11,10,SNOWY
1-1-1-23,2020,4,14,19,4,0,SNOWY
1-1-1-23,2020,4,15,45,-1,1,SNOWY
1-1-1-23,2020,4,16,-8,-10,3,CLOUDY
1-1-1-23,2020,4,17,-9,-10,12,SUNNY
1-1-1-23,2020,4,18,8,7,7,SUNNY
1-1-1-23,2020,4,19,27,5,5,RAINY
1-1-1-23,2020,4,20,39,-8,7,RAINY
1-1-1-23,2020,4,21,37,21,10,SNOWY
1-1-1-23,2020,4,22,31,-10,4,CLOUDY
1-1-1-23,2020,4,23,-2,-6,1,SNOWY
1-1-1-23,2020,4,24,16,9,12,SNOWY
1-1-1-23,2020,4,25,16,5,7,SUNNY
1-1-1-23,2020,4,26,15,-4,2,SNOWY
1-1-1-23,2020,4,27,-9,-10,5,RAINY
1-1-1-23,2020,4,28,41,12,1,CLOUDY
1-1-1-23,2020,5,1,28,-6,12,CLOUDY
1-1-1-23,2020,5,2,24,2,1,SNOWY
1-1-1-23,2020,5,3,18,18,12,CLOUDY
1-1-1-23,2020,5,4,25,-3,9,SNOWY
1-1-1-23,2020,5,5,26,-7,5,CLOUDY
1-1-1-23,2020,5,6,17,10,8,SNOWY
1-1-1-23,2020,5,7,32,11,1,SUNNY
1-1-1-23,2020,5,8,19,-8,0,CLOUDY
1-1-1-23,2020,5,9,48,26,5,SNOWY
1-1-1-23,2020,5,10,7,-5,9,SUNNY
1-1-1-23,2020,5,11,-9,-10,5,SNOWY
1-1-1-23,2020,5,12,-3,-4,3,SNOWY
1-1-1-23,2020,5,13,9,-1,3,RAINY
1-1-1-23,2020,5,14,18,5,1,CLOUDY
1-1-1-23,2020,5,15,38,-2,4,RAINY
1-1-1-23,2020,5,16,11,4,7,SUNNY
1-1-1-23,2020,5,17,49,6,4,SUNNY
1-1-1-23,2020,5,18,3,1,5,SNOWY
1-1-1-23,2020,5,19,19,5,9,SNOWY
1-1-1-23,2020,5,20,31,-5,3,SUNNY
1-1-1-23,2020,5,21,36,20,8,RAINY
1-1-1-23,2020,5,22,50,3,2,SNOWY
1-1-1-23,2020,5,23,42,16,2,SNOWY
1-1-1-23,2020,5,24,35,19,2,RAINY
1-1-1-23,2020,5,25,30,-5,8,CLOUDY
1-1-1-23,2020,5,26,7,2,5,RAINY
1-1-1-23,2020,5,27,36,32,6,RAINY
1-1-1-23,2020,5,28,-3,-8,4,SNOWY
1-1-1-23,2020,6,1,41,29,12,CLOUDY
1-1-1-23,2020,6,2,16,15,0,RAINY
1-1-1-23,2020,6,3,-6,-10,7,RAINY
1-1-1-23,2020,6,4,13,9,2,RAINY
1-1-1-23,2020,6,5,-2,-7,6,RAINY
1-1-1-23,2020,6,6,-1,-6,3,SNOWY
1-1-1-23,2020,6,7,36,23,12,CLOUDY
1-1-1-23,2020,6,8,42,32,1,RAINY
1-1-1-23,2020,6,9,18,14,12,CLOUDY
1-1-1-23,2020,6,10,-6,-9,8,CLOUDY
1-1-1-23,2020,6,11,25,-8,5,SUNNY
1-1-1-23,2020,6,12,29,25,3,CLOUDY
1-1-1-23,2020,6,13,42,16,3,CLOUDY
1-1-1-23,2020,6,14,24,20,12,CLOUDY
1-1-1-23,2020,6,15,45,16,3,RAINY
1-1-1-23,2020,6,16,30,26,2,CLOUDY
1-1-1-23,2020,6,17,6,0,2,SUNNY
1-1-1-23,2020,6,18,36,25,9,CLOUDY
1-1-1-23,2020,6,19,36,26,8,CLOUDY
1-1-1-23,2020,6,20,9,-6,9,SUNNY
1-1-1-23,2020,6,21,-5,-9,1,SUNNY
1-1-1-23,2020,6,22,36,-8,2,SNOWY
1-1-1-23,2020,6,23,24,8,2,CLOUDY
1-1-1-23,2020,6,24,5,3,4,CLOUDY
1-1-1-23,2020,6,25,49,4,1,SNOWY
1-1-1-23,2020,6,26,-5,-7,12,RAINY
1-1-1-23,2020,6,27,-3,-6,5,SUNNY
1-1-1-23,2020,6,28,-4,-7,3,CLOUDY
1-1-1-23,2020,7,1,9,3,0,CLOUDY
1-1-1-23,2020,7,2,7,-3,4,RAINY
1-1-1-23,2020,7,3,-10,-10,0,RAINY
1-1-1-23,2020,7,4,43,-8,5,SUNNY
1-1-1-23,2020,7,5,-5,-10,12,SNOWY
1-1-1-23,2020,7,6,1,-10,3,CLOUDY
1-1-1-23,2020,7,7,48,12,5,SNOWY
1-1-1-23,2020,7,8,1,1,2,SUNNY
1-1-1-23,2020,7,9,47,6,9,SNOWY
1-1-1-23,2020,7,10,29,3,8,CLOUDY
1-1-1-23,2020,7,11,-7,-8,9,SNOWY
1-1-1-23,2020,7,12,17,12,12,SNOWY
1-1-1-23,2020,7,13,0,-4,4,SUNNY
1-1-1-23,2020,7,14,6,-8,12,SNOWY
1-1-1-23,2020,7,15,-8,-10,5,CLOUDY
1-1-1-23,2020,7,16,44,-4,7,CLOUDY
1-1-1-23,2020,7,17,-3,-10,8,SUNNY
1-1-1-23,2020,7,18,31,30,4,SUNNY
1-1-1-23,2020,7,19,25,9,4,SNOWY
1-1-1-23,2020,7,20,31,13,11,SUNNY
1-1-1-23,2020,7,21,23,23,0,RAINY
1-1-1-23,2020,7,22,32,24,12,RAINY
1-1-1-23,2020,7,23,34,21,6,RAINY
1-1-1-23,2020,7,24,25,18,11,SUNNY
1-1-1-23,2020,7,25,-2,-4,6,SUNNY
1-1-1-23,2020,7,26,32,5,7,CLOUDY
1-1-1-23,2020,7,27,15,11,2,RAINY
1-1-1-23,2020,7,28,19,12,3,SUNNY
1-1-1-23,2020,8,1,38,29,12,CLOUDY
1-1-1-23,2020,8,2,38,6,7,CLOUDY
1-1-1-23,2020,8,3,18,10,7,CLOUDY
1-1-1-23,2020,8,4,11,7,3,SUNNY
1-1-1-23,2020,8,5,7,2,5,SNOWY
1-1-1-23,2020,8,6,29,11,3,CLOUDY
1-1-1-23,2020,8,7,28,28,6,SNOWY
1-1-1-23,2020,8,8,27,26,1,RAINY
1-1-1-23,2020,8,9,29,29,12,RAINY
1-1-1-23,2020,8,10,12,2,2,RAINY
1-1-1-23,2020,8,11,18,4,8,RAINY
1-1-1-23,2020,8,12,8,-6,4,RAINY
1-1-1-23,2020,8,13,38,19,12,RAINY
1-1-1-23,2020,8,14,11,-5,0,SUNNY
1-1-1-23,2020,8,15,48,48,7,SNOWY
1-1-1-23,2020,8,16,27,5,10,SNOWY
1-1-1-23,2020,8,17,19,18,5,RAINY
1-1-1-23,2020,8,18,48,42,5,SNOWY
1-1-1-23,2020,8,19,15,-2,6,SUNNY
1-1-1-23,2020,8,20,20,-6,10,SNOWY
1-1-1-23,2020,8,21,31,27,6,RAINY
1-1-1-23,2020,8,22,17,-9,5,CLOUDY
1-1-1-23,2020,8,23,31,8,3,CLOUDY
1-1-1-23,2020,8,24,44,21,7,SUNNY
1-1-1-23,2020,8,25,13,7,0,RAINY
1-1-1-23,2020,8,26,9,0,1,CLOUDY
1-1-1-23,2020,8,27,22,7,8,RAINY
1-1-1-23,2020,8,28,2,-10,9,CLOUDY
1-1-1-23,2020,9,1,42,16,10,RAINY
1-1-1-23,2020,9,2,30,19,1,CLOUDY
1-1-1-23,2020,9,3,5,5,9,SNOWY
1-1-1-23,2020,9,4,34,-3,12,RAINY
1-1-1-23,2020,9,5,1,1,3,RAINY
1-1-1-23,2020,9,6,49,6,7,SUNNY
1-1-1-23,2020,9,7,12,8,0,RAINY
1-1-1-23,2020,9,8,2,0,6,CLOUDY
1-1-1-23,2020,9,9,-9,-10,11,RAINY
1-1-1-23,2020,9,10,25,-3,7,RAINY
1-1-1-23,2020,9,11,-5,-8,1,SNOWY
1-1-1-23,2020,9,12,47,25,9,CLOUDY
1-1-1-23,2020,9,13,41,-5,11,RAINY
1-1-1-23,2020,9,14,1,-2,11,SUNNY
1-1-1-23,2020,9,15,28,0,2,SUNNY
1-1-1-23,2020,9,16,-4,-9,0,SNOWY
1-1-1-23,2020,9,17,36,-9,7,RAINY
1-1-1-23,2020,9,18,49,9,11,CLOUDY
1-1-1-23,2020,9,19,23,10,5,CLOUDY
1-1-1-23,2020,9,20,36,6,9,RAINY
1-1-1-23,2020,9,21,3,-5,6,RAINY
1-1-1-23,2020,9,22,10,-4,3,CLOUDY
1-1-1-23,2020,9,23,28,22,8,SNOWY
1-1-1-23,2020,9,24,1,-7,3,SUNNY
1-1-1-23,2020,9,25,-9,-10,5,SNOWY
1-1-1-23,2020,9,26,25,7,5,SNOWY
1-1-1-23,2020,9,27,6,2,8,SUNNY
1-1-1-23,2020,9,28,27,24,3,CLOUDY
1-1-1-23,2020,10,1,7,-9,7,SUNNY
1-1-1-23,2020,10,2,19,8,3,SUNNY
1-1-1-23,2020,10,3,27,23,11,SUNNY
1-1-1-23,2020,10,4,45,-9,11,SUNNY
1-1-1-23,2020,10,5,24,10,11,SNOWY
1-1-1-23,2020,10,6,46,-9,5,SUNNY
1-1-1-23,2020,10,7,45,6,0,CLOUDY
1-1-1-23,2020,10,8,48,44,8,SNOWY
1-1-1-23,2020,10,9,6,0,2,CLOUDY
1-1-1-23,2020,10,10,33,24,7,SUNNY
1-1-1-23,2020,10,11,9,0,5,SUNNY
1-1-1-23,2020,10,12,33,11,4,RAINY
1-1-1-23,2020,10,13,-7,-10,12,CLOUDY
1-1-1-23,2020,10,14,50,-9,1,RAINY
1-1-1-23,2020,10,15,8,1,8,SUNNY
1-1-1-23,2020,10,16,40,-9,8,SNOWY
1-1-1-23,2020,10,17,48,8,10,CLOUDY
1-1-1-23,2020,10,18,30,7,10,SNOWY
1-1-1-23,2020,10,19,26,18,5,CLOUDY
1-1-1-23,2020,10,20,8,1,8,CLOUDY
1-1-1-23,2020,10,21,19,0,12,CLOUDY
1-1-1-23,2020,10,22,4,-10,10,SNOWY
1-1-1-23,2020,10,23,-8,-9,9,SUNNY
1-1-1-23,2020,10,24,9,1,10,SUNNY
1-1-1-23,2020,10,25,39,31,5,RAINY
1-1-1-23,2020,10,26,16,-1,10,SUNNY
1-1-1-23,2020,10,27,46,-7,10,RAINY
1-1-1-23,2020,10,28,-1,-6,9,SUNNY
1-1-1-23,2020,11,1,-2,-5,11,RAINY
1-1-1-23,2020,11,2,34,-7,0,RAINY
1-1-1-23,2020,11,3,-9,-10,5,RAINY
1-1-1-23,2020,11,4,43,37,0,SUNNY
1-1-1-23,2020,11,5,1,-4,1,RAINY
1-1-1-23,2020,11,6,-1,-9,7,SNOWY
1-1-1-23,2020,11,7,27,20,11,SUNNY
1-1-1-23,2020,11,8,-9,-10,6,RAINY
1-1-1-23,2020,11,9,18,4,2,SUNNY
1-1-1-23,2020,11,10,41,29,1,SUNNY
1-1-1-23,2020,11,11,34,25,2,SNOWY
1-1-1-23,2020,11,12,23,-3,3,CLOUDY
1-1-1-23,2020,11,13,16,-4,9,SNOWY
1-1-1-23,2020,11,14,3,-3,2,RAINY
1-1-1-23,2020,11,15,22,7,1,CLOUDY
1-1-1-23,2020,11,16,2,-10,1,CLOUDY
1-1-1-23,2020,11,17,42,22,11,SUNNY
1-1-1-23,2020,11,18,24,19,1,SNOWY
1-1-1-23,2020,11,19,45,35,7,RAINY
1-1-1-23,2020,11,20,4,0,8,SUNNY
1-1-1-23,2020,11,21,20,1,6,CLOUDY
1-1-1-23,2020,11,22,22,7,0,SUNNY
1-1-1-23,2020,11,23,2,-9,11,CLOUDY
1-1-1-23,2020,11,24,18,-4,8,CLOUDY
1-1-1-23,2020,11,25,-5,-9,2,SNOWY
1-1-1-23,2020,11,26,2,-1,7,RAINY
1-1-1-23,2020,11,27,-2,-8,8,SNOWY
1-1-1-23,2020,11,28,48,-5,6,CLOUDY
1-1-1-23,2020,12,1,45,-1,10,CLOUDY
1-1-1-23,2020,12,2,-5,-9,8,SUNNY
1-1-1-23,2020,12,3,-3,-10,10,CLOUDY
1-1-1-23,2020,12,4,30,25,11,RAINY
1-1-1-23,2020,12,5,37,4,5,SNOWY
1-1-1-23,2020,12,6,27,15,3,SNOWY
1-1-1-23,2020,12,7,43,8,6,SUNNY
1-1-1-23,2020,12,8,30,14,6,SUNNY
1-1-1-23,2020,12,9,-10,-10,7,RAINY
1-1-1-23,2020,12,10,24,18,0,SNOWY
1-1-1-23,2020,12,11,0,0,12,RAINY
1-1-1-23,2020,12,12,23,-8,12,RAINY
1-1-1-23,2020,12,13,-9,-10,10,RAINY
1-1-1-23,2020,12,14,-5,-8,10,CLOUDY
1-1-1-23,2020,12,15,18,10,0,SUNNY
1-1-1-23,2020,12,16,47,8,8,CLOUDY
1-1-1-23,2020,12,17,-9,-10,3,RAINY
1-1-1-23,2020,12,18,32,24,9,SNOWY
1-1-1-23,2020,12,19,33,-5,12,RAINY
1-1-1-23,2020,12,20,4,-2,3,SUNNY
1-1-1-23,2020,12,21,33,-6,2,SUNNY
1-1-1-23,2020,12,22,21,-1,5,SUNNY
1-1-1-23,2020,12,23,44,-2,1,CLOUDY
1-1-1-23,2020,12,24,2,0,10,CLOUDY
1-1-1-23,2020,12,25,39,11,9,CLOUDY
1-1-1-23,2020,12,26,25,23,6,SUNNY
1-1-1-23,2020,12,27,-6,-10,11,RAINY
1-1-1-23,2020,12,28,6,2,9,SUNNY
1-1-1-24,2020,1,1,13,9,8,RAINY
1-1-1-24,2020,1,2,3,-5,10,RAINY
1-1-1-24,2020,1,3,6,-10,6,SUNNY
1-1-1-24,2020,1,4,49,12,7,SUNNY
1-1-1-24,2020,1,5,-10,-10,12,RAINY
1-1-1-24,2020,1,6,25,-5,9,RAINY
1-1-1-24,2020,1,7,-8,-9,8,SNOWY
1-1-1-24,2020,1,8,-8,-10,6,RAINY
1-1-1-24,2020,1,9,44,27,4,RAINY
1-1-1-24,2020,1,10,37,37,3,CLOUDY
1-1-1-24,2020,1,11,2,-6,12,RAINY
1-1-1-24,2020,1,12,24,15,11,SUNNY
1-1-1-24,2020,1,13,2,-8,12,SUNNY
1-1-1-24,2020,1,14,1,-9,9,CLOUDY
1-1-1-24,2020,1,15,-3,-9,9,RAINY
1-1-1-24,2020,1,16,-6,-9,7,RAINY
1-1-1-24,2020,1,17,25,16,9,RAINY
1-1-1-24,2020,1,18,47,44,6,CLOUDY
1-1-1-24,2020,1,19,25,-4,4,SUNNY
1-1-1-24,2020,1,20,45,24,8,CLOUDY
1-1-1-24,2020,1,21,41,6,12,SUNNY
1-1-1-24,2020,1,22,18,17,5,RAINY
1-1-1-24,2020,1,23,40,23,3,SNOWY
1-1-1-24,2020,1,24,37,35,2,SUNNY
1-1-1-24,2020,1,25,18,-7,11,SNOWY
1-1-1-24,2020,1,26,31,4,12,CLOUDY
1-1-1-24,2020,1,27,28,-9,8,SNOWY
1-1-1-24,2020,1,28,-10,-10,6,RAINY
1-1-1-24,2020,2,1,41,3,5,SUNNY
1-1-1-24,2020,2,2,32,15,1,SNOWY
1-1-1-24,2020,2,3,8,5,6,SNOWY
1-1-1-24,2020,2,4,27,7,6,SUNNY
1-1-1-24,2020,2,5,24,8,2,RAINY
1-1-1-24,2020,2,6,-5,-8,2,CLOUDY
1-1-1-24,2020,2,7,29,-7,10,SUNNY
1-1-1-24,2020,2,8,38,5,2,SNOWY
1-1-1-24,2020,2,9,-1,-9,0,RAINY
1-1-1-24,2020,2,10,16,-2,12,SNOWY
1-1-1-24,2020,2,11,-6,-7,2,SNOWY
1-1-1-24,2020,2,12,22,5,10,CLOUDY
1-1-1-24,2020,2,13,20,-6,10,CLOUDY
1-1-1-24,2020,2,14,-2,-3,12,CLOUDY
1-1-1-24,2020,2,15,-6,-8,10,SNOWY
1-1-1-24,2020,2,16,-1,-8,12,SUNNY
1-1-1-24,2020,2,17,42,35,9,SNOWY
1-1-1-24,2020,2,18,-5,-6,12,SUNNY
1-1-1-24,2020,2,19,3,1,10,SUNNY
1-1-1-24,2020,2,20,49,0,5,RAINY
1-1-1-24,2020,2,21,11,11,9,SUNNY
1-1-1-24,2020,2,22,27,-9,0,SUNNY
1-1-1-24,2020,2,23,14,11,1,RAINY
1-1-1-24,2020,2,24,16,9,6,SNOWY
1-1-1-24,2020,2,25,26,8,10,CLOUDY
1-1-1-24,2020,2,26,-1,-4,5,CLOUDY
1-1-1-24,2020,2,27,41,32,3,SNOWY
1-1-1-24,2020,2,28,27,-1,3,CLOUDY
1-1-1-24,2020,3,1,26,5,4,SNOWY
1-1-1-24,2020,3,2,11,-1,6,SUNNY
1-1-1-24,2020,3,3,35,-9,0,CLOUDY
1-1-1-24,2020,3,4,35,9,10,SNOWY
1-1-1-24,2020,3,5,6,-8,6,CLOUDY
1-1-1-24,2020,3,6,-2,-6,12,CLOUDY
1-1-1-24,2020,3,7,9,4,4,RAINY
1-1-1-24,2020,3,8,1,-7,6,RAINY
1-1-1-24,2020,3,9,5,-7,12,SNOWY
1-1-1-24,2020,3,10,-6,-9,9,RAINY
1-1-1-24,2020,3,11,41,12,11,SUNNY
1-1-1-24,2020,3,12,42,-10,3,RAINY
1-1-1-24,2020,3,13,29,12,12,SNOWY
1-1-1-24,2020,3,14,37,-7,3,SUNNY
1-1-1-24,2020,3,15,42,31,8,SNOWY
1-1-1-24,2020,3,16,48,14,3,SUNNY
1-1-1-24,2020,3,17,47,34,12,CLOUDY
1-1-1-24,2020,3,18,4,2,12,CLOUDY
1-1-1-24,2020,3,19,15,2,1,CLOUDY
1-1-1-24,2020,3,20,31,8,3,SUNNY
1-1-1-24,2020,3,21,41,21,2,SNOWY
1-1-1-24,2020,3,22,48,15,2,SUNNY
1-1-1-24,2020,3,23,-2,-7,3,RAINY
1-1-1-24,2020,3,24,35,13,10,CLOUDY
1-1-1-24,2020,3,25,6,-9,10,SNOWY
1-1-1-24,2020,3,26,38,-7,6,SNOWY
1-1-1-24,2020,3,27,40,32,8,RAINY
1-1-1-24,2020,3,28,39,-6,3,CLOUDY
1-1-1-24,2020,4,1,10,8,4,RAINY
1-1-1-24,2020,4,2,30,1,10,SUNNY
1-1-1-24,2020,4,3,32,7,9,SNOWY
1-1-1-24,2020,4,4,0,-1,11,CLOUDY
1-1-1-24,2020,4,5,13,11,10,CLOUDY
1-1-1-24,2020,4,6,10,0,12,SUNNY
1-1-1-24,2020,4,7,24,14,0,CLOUDY
1-1-1-24,2020,4,8,14,-9,3,CLOUDY
1-1-1-24,2020,4,9,5,-9,0,SNOWY
1-1-1-24,2020,4,10,48,19,9,SNOWY
1-1-1-24,2020,4,11,44,8,10,SNOWY
1-1-1-24,2020,4,12,26,5,1,SUNNY
1-1-1-24,2020,4,13,-4,-5,2,RAINY
1-1-1-24,2020,4,14,11,-4,5,SNOWY
1-1-1-24,2020,4,15,49,42,5,RAINY
1-1-1-24,2020,4,16,16,13,8,RAINY
1-1-1-24,2020,4,17,22,-3,1,SUNNY
1-1-1-24,2020,4,18,14,9,2,CLOUDY
1-1-1-24,2020,4,19,14,-4,8,SUNNY
1-1-1-24,2020,4,20,34,3,9,SUNNY
1-1-1-24,2020,4,21,-10,-10,1,SNOWY
1-1-1-24,2020,4,22,32,16,12,CLOUDY
1-1-1-24,2020,4,23,2,-9,7,SNOWY
1-1-1-24,2020,4,24,48,48,1,SNOWY
1-1-1-24,2020,4,25,34,-7,10,RAINY
1-1-1-24,2020,4,26,26,21,9,CLOUDY
